Word,Segment,onset,offset,Order,LogFreq,LogFreq_Prev,LogFreq_Next,SndPower,Length,Position,Sentence,IsLexical,NGRAM,RNN,CFG
What,10,1.051980798,1.16076700000008,1663,14.1,12.65,16.18,3.4488e-09,0.108786202000078,7,67,0,5.384048179,6.47970710321191,3.64391234018739
a,10,1.160767,1.30837500000007,1664,16.18,14.1,9.92,3.6172e-09,0.147608000000069,8,67,0,3.146065222,3.43705420306261,4.10122050508834
curious,10,1.308375,2.14647000000002,1665,9.92,16.18,10.53,3.8566e-09,0.838095000000022,9,67,1,0.849440267,2.36694947885243,4.33843853260262
feeling,10,2.14647,2.78711900000008,1666,10.53,9.92,12.77,3.5243e-09,0.640649000000075,10,67,1,10.12796081,7.5582928456604,3.58757068412492
said,10,2.787119,3.06908800000008,1667,12.77,10.53,8.65,3.6569e-09,0.281969000000079,11,67,1,3.519682474,3.30310380515303,2.29235767566656
Alice,10,3.069088,3.6043810000001,1668,8.65,12.77,15.79,4.0668e-09,0.535293000000103,12,67,1,1.478766257,3.6285718361458,4.0546802045898
I,10,3.670205,3.81089300000008,1669,15.79,8.65,12.63,3.8722e-09,0.140688000000078,13,67,0,3.58642001,4.3140233351291,2.92520064417963
must,10,3.810893,4.110007,1670,12.63,15.79,14.95,3.7616e-09,0.299113999999996,14,67,1,2.782802419,2.91192083531144,4.4549106072402
be,10,4.110007,4.19381700000008,1671,14.95,12.63,7.6,3.8659e-09,0.0838100000000805,15,67,0,0.778503815,0.64132276622313,3.1768215338762
shutting,10,4.193817,4.60226900000009,1672,7.6,14.95,13.74,4.1597e-09,0.408452000000092,16,67,1,4.741686943,5.10804259776551,5.0691490583615
up,10,4.602269,4.780483,1673,13.74,7.6,13.87,4.1804e-09,0.178214000000004,17,67,0,2.445626717,4.84775146152982,7.46221376484038
like,10,4.780483,4.90745400000003,1674,13.87,13.74,16.18,3.4859e-09,0.126971000000029,18,67,0,1.416480105,1.72765349231699,2.62936615486833
a,10,4.907454,5.00485300000003,1675,16.18,13.87,8.11,3.9406e-09,0.0973990000000251,19,67,0,0.991661975,1.34698222305573,4.84886311266766
telescope,10,5.004853,5.65449700000011,1676,8.11,16.18,16.19,4.1876e-09,0.649644000000106,20,67,1,0.824339779,0.823134467582641,4.50682072903826
And,10,6.456674,6.61654800000008,1677,16.19,8.11,14.05,3.7126e-09,0.15987400000008,21,67,0,3.955187248,4.55234489139067,8.0290676831335
so,10,6.616548,6.895759,1678,14.05,16.19,15.37,3.6886e-09,0.279210999999998,22,67,0,2.256256884,3.71493031109499,2.90795691280847
it,10,6.895759,7.00742200000002,1679,15.37,14.05,14.56,3.9153e-09,0.11166300000002,23,67,0,2.205315117,3.48344629357581,1.04976320057735
was,10,7.007422,7.24687800000004,1680,14.56,15.37,9.55,3.9744e-09,0.239456000000038,24,67,0,1.450426889,1.60407973749087,1.46427993402017
indeed,10,7.246878,7.7497350000001,1681,9.55,14.56,13.1,4.0157e-09,0.502857000000101,25,67,1,2.449772483,2.22884529043092,4.86887383223294
she,10,8.24062,8.39626600000008,1682,13.1,9.55,14.56,3.8752e-09,0.155646000000083,26,67,0,5.641165414,3.97057815590213,1.26365646837519
was,10,8.396266,8.57585800000004,1683,14.56,13.1,13.3,3.6632e-09,0.179592000000039,27,67,0,1.450426889,2.32363906334768,1.37261541742783
now,10,8.575858,8.8512320000001,1684,13.3,14.56,13.63,3.7586e-09,0.275374000000095,28,67,1,2.449772483,2.34614231281832,4.20022191585255
only,10,8.851232,9.0787150000001,1685,13.63,13.3,10.57,3.9693e-09,0.227483000000102,29,67,1,2.471248748,2.73766422005302,3.0365529274561
ten,10,9.078715,9.35408900000004,1686,10.57,13.63,9.55,3.5332e-09,0.275374000000044,30,67,1,7.788326857,7.31369939097477,4.54948772463953
inches,10,9.354089,9.7372180000001,1687,9.55,10.57,12.13,3.6915e-09,0.383129000000098,31,67,1,1.100979985,4.57502306355455,5.54989769410735
high,10,9.737218,10.0485110000001,1688,12.13,9.55,16.19,3.8798e-09,0.311293000000076,32,67,1,2.033863764,5.63797694037965,4.34285750205111
and,10,10.371776,10.52606,1689,16.19,12.13,13.3,4.1736e-09,0.154284000000029,33,67,0,1.738408157,4.3942181988075,8.42553748468039
her,10,10.52606,10.6232050000001,1690,13.3,16.19,11.26,3.686e-09,0.0971450000000988,34,67,0,5.254858396,6.01475887006858,8.29693484738921
face,10,10.623205,11.0422520000001,1691,11.26,13.3,5.31,3.5611e-09,0.419047000000075,35,67,1,1.323373105,0.597681616009474,4.44961073933063
brightened,10,11.042252,11.395356,1692,5.31,11.26,13.74,3.8992e-09,0.353103999999993,36,67,1,3.237820197,3.05631885388506,1.75973747454975
up,10,11.395356,11.5810280000001,1693,13.74,5.31,14.5,3.7755e-09,0.185672000000061,37,67,0,4.507789986,4.24481829499175,6.31281014137928
at,10,11.581028,11.6887830000001,1694,14.5,13.74,16.96,3.5231e-09,0.107755000000058,38,67,0,1.628532063,1.71702361816532,2.30413804203521
the,10,11.688783,11.8085110000001,1695,16.96,14.5,12.07,3.3398e-09,0.119728000000066,39,67,0,0.991661975,1.24497530513017,4.79226714331146
thought,10,11.856402,12.1676940000001,1696,12.07,16.96,15.48,4.0136e-09,0.311292000000098,40,67,1,0.824339779,0.823402069097369,4.06677457516313
that,10,12.167694,12.335313,1697,15.48,12.07,13.1,4.166e-09,0.167619000000043,41,67,0,1.877723178,2.01306551515972,2.12444385606785
she,10,12.335313,12.514905,1698,13.1,15.48,14.56,3.765e-09,0.179592,42,67,0,2.421403217,2.35022548769063,1.52720988097581
was,10,12.514905,12.742388,1699,14.56,13.1,13.3,3.4948e-09,0.227483000000005,43,67,0,1.219911654,1.3385738481825,1.84381429479419
now,10,12.742388,12.969871,1700,13.3,14.56,16.96,3.6472e-09,0.227483000000012,44,67,1,2.449772483,2.40452895565853,3.74747601581245
the,10,12.969871,13.1374900000001,1701,16.96,13.3,12.87,4.0521e-09,0.167619000000071,45,67,0,4.126598737,4.04323936520924,3.88592442647463
right,10,13.13749,13.3649730000001,1702,12.87,16.96,11.58,4.1107e-09,0.227483000000078,46,67,1,2.259239975,2.34516532596974,4.64786129345343
size,10,13.364973,13.772048,1703,11.58,12.87,15.42,3.8507e-09,0.40707500000004,47,67,1,0.515633001,0.768320412954154,4.06135844381751
for,10,13.772048,13.891776,1704,15.42,11.58,12.63,4.028e-09,0.11972800000005,48,67,0,2.119439953,1.95970196293685,2.22218126760829
going,10,13.891776,14.286878,1705,12.63,15.42,12.63,3.9178e-09,0.395102000000001,49,67,1,4.029100148,4.5932005666331,3.43210474415558
through,10,14.286878,14.514361,1706,12.63,12.63,16.96,4.1015e-09,0.227483000000008,50,67,0,2.460874367,2.45011314289267,3.38983437375645
the,10,14.514361,14.5981710000001,1707,16.96,12.63,12.57,3.5514e-09,0.0838100000000939,51,67,0,1.241494221,1.29881854555661,4.32454965503257
little,10,14.598171,14.9334090000001,1708,12.57,16.96,10.89,4.2247e-09,0.335238000000096,52,67,1,2.414520182,2.75895716081788,4.50701573848529
door,10,14.933409,15.3764020000001,1709,10.89,12.57,13.24,4.0795e-09,0.442993000000099,53,67,1,0.515633001,0.732328514079668,3.92240617361281
into,10,15.376402,15.670657,1710,13.24,10.89,15.48,3.5771e-09,0.294255000000005,54,67,0,2.119439953,1.94625448991333,2.19565481235507
that,10,15.670657,15.8912320000001,1711,15.48,13.24,9.01,3.9368e-09,0.220575000000059,55,67,0,1.551038125,1.55114766796852,4.21639113559373
lovely,10,15.891232,16.2144970000001,1712,9.01,15.48,9.33,3.5231e-09,0.323265000000051,56,67,1,2.414520182,2.61805193360084,4.34745397678523
garden,10,16.214497,16.765245,1713,9.33,9.01,13.16,3.7228e-09,0.550748000000048,57,67,1,0.515633001,0.783805815139103,3.49030517599962
First,10,17.782932,18.166062,1714,13.16,9.33,12.35,3.8101e-09,0.383130000000012,1,68,1,3.875029123,3.77905951185341,2.93778169751202
however,10,18.166062,18.513273,1715,12.35,13.16,13.1,4.15e-09,0.347211000000026,2,68,0,2.547932137,3.05571772799302,2.76306120359491
she,10,18.513273,18.728783,1716,13.1,12.35,8.76,3.6476e-09,0.21551000000002,3,68,0,3.898182962,3.5565744605519,0.658271303127429
waited,10,18.728783,19.075994,1717,8.76,13.1,15.42,4.0014e-09,0.347211000000037,4,68,1,1.450426889,1.64243191610747,1.46647337201982
for,10,19.075994,19.3633410000001,1718,15.42,8.76,16.18,3.5784e-09,0.287347000000103,5,68,0,3.166598059,3.46762502479412,5.24610346097443
a,10,19.363341,19.399259,1719,16.18,15.42,12.49,3.9541e-09,0.0359180000000308,6,68,0,1.255200496,1.10350226744364,4.1165318846025
few,10,19.399259,19.6746330000001,1720,12.49,16.18,11.06,3.808e-09,0.275374000000085,7,68,1,2.414520182,2.43970662837428,4.65285693728927
minutes,10,19.674633,20.17749,1721,11.06,12.49,16.35,3.7692e-09,0.502857000000034,8,68,1,3.982759251,3.66500490534082,5.21851728829978
to,10,20.47681,20.596538,1722,16.35,11.06,13.27,0.0020362,0.119728000000009,9,68,0,4.311297939,5.33968980049541,3.16418579384333
see,10,20.596538,20.7881030000001,1723,13.27,16.35,14.65,4.0006e-05,0.191565000000093,10,68,1,0.503943136,0.86839550276644,2.11284378701621
if,10,20.788103,20.931776,1724,14.65,13.27,13.1,0.00012037,0.143673000000014,11,68,0,2.695339374,2.75975846371915,3.42792217792013
she,10,20.931776,21.1233410000001,1725,13.1,14.65,14.56,0.0014096,0.191565000000097,12,68,0,1.897106628,2.09507859912283,2.22807656804427
was,10,21.123341,21.3029320000001,1726,14.56,13.1,12.63,0.0041519,0.179591000000055,13,68,0,1.219911654,1.63779106276368,1.47265851538129
going,10,21.302932,21.5663340000001,1727,12.63,14.56,16.35,0.0028997,0.263402000000099,14,68,0,3.802444994,3.81310781268624,4.31624728898587
to,10,21.566334,21.6381710000001,1728,16.35,12.63,8.32,0.0038075,0.0718370000000554,15,68,0,2.537494638,3.60034124555167,5.18024279432786
shrink,10,21.638171,21.978912,1729,8.32,16.35,13.95,0.00011206,0.340741000000037,16,68,1,1.023137244,1.01918540861928,2.31617084973629
any,10,21.978912,22.2008920000001,1730,13.95,8.32,11.33,0.013788,0.221980000000066,17,68,0,2.592977481,2.53676208988406,4.55556298282708
further,10,22.200892,22.727694,1731,11.33,13.95,13.1,0.014159,0.526802000000043,18,68,1,6.460751513,10.1621108672498,7.04089557059639
she,10,23.18266,23.370085,1732,13.1,11.33,10.82,0.0050246,0.187425000000019,1,69,0,4.518619472,3.39628225587204,2.69077299898878
felt,10,23.370085,23.69749,1733,10.82,13.1,16.18,0.0063046,0.327405000000017,2,69,1,0.643683363,1.38930099603095,1.40453444475221
a,10,23.69749,23.7618460000001,1734,16.18,10.82,12.57,0.0036201,0.0643560000001067,3,69,0,2.991921114,2.78355005197808,4.47088310787411
little,10,23.761846,24.0686470000001,1735,12.57,16.18,8.81,0.0010536,0.306801000000057,4,69,1,5.370660809,5.52481680955591,2.96974258159538
nervous,10,24.068647,24.487694,1736,8.81,12.57,14.08,0.0046966,0.419047000000035,5,69,1,0.802896733,2.7867964256271,5.6991565030332
about,10,24.487694,24.787014,1737,14.08,8.81,14.99,0.0033619,0.299319999999998,6,69,0,1.835435033,2.79445574299213,2.4200006585409
this,10,24.787014,25.2060620000001,1738,14.99,14.08,15.42,7.2568e-06,0.419048000000089,7,69,0,2.050686008,1.68717137672659,4.71449142736243
for,10,25.876538,26.0661580000001,1739,15.42,14.99,15.37,0.0011408,0.189620000000087,8,69,0,6.61615131,6.72877437873972,2.30553863877489
it,10,26.066158,26.1267620000001,1740,15.37,15.42,12.53,0.0012378,0.0606040000000974,9,69,0,1.653519607,2.30898447666401,2.46113999111619
might,10,26.126762,26.4272860000001,1741,12.53,15.37,12.33,0.0006261,0.300524000000095,10,69,0,3.150307324,3.33414243947698,4.32386698920413
end,10,26.511096,26.894225,1742,12.33,12.53,15.43,1.1569e-06,0.383129000000007,11,69,1,0.778503815,1.13071655954678,2.66272903854532
you,10,26.894225,27.0631550000001,1743,15.43,12.33,13.59,7.0703e-07,0.168930000000053,12,69,0,2.343135269,2.41114586037889,1.53813132518581
know,10,27.063155,27.42245,1744,13.59,15.43,12.77,5.372e-07,0.359295000000028,13,69,1,4.165631392,2.72422673916698,2.58713908774477
said,10,27.528783,27.7557720000001,1745,12.77,13.59,8.65,0.0011389,0.226989000000092,1,70,1,5.335348713,4.81387433822255,2.57480189948269
Alice,10,27.755772,28.127422,1746,8.65,12.77,16.35,0.010327,0.371650000000024,2,70,1,2.380380727,4.77910229226884,2.98542846718646
to,10,28.127422,28.24715,1747,16.35,8.65,9.88,8.0325e-05,0.119728000000034,3,70,0,4.808789891,4.89300061110113,3.21281109723568
herself,10,28.24715,28.9535450000001,1748,9.88,16.35,15.9,3.3509e-06,0.706395000000075,4,70,0,1.416480105,2.99825043740965,2.13839278767365
in,10,29.169055,29.2917110000001,1749,15.9,9.88,14.39,0.00052091,0.122656000000077,5,70,0,1.985675875,4.31400583053015,2.21895906659237
my,10,29.291711,29.444429,1750,14.39,15.9,12.63,0.0020661,0.152718000000014,6,70,0,4.286848549,3.69547793066848,8.30262635182087
going,10,29.444429,29.8826,1751,12.63,14.39,13.9,0.00036447,0.438171000000025,7,70,1,8.621433204,8.8470856881138,3.562272726235
out,10,29.8826,30.0430680000001,1752,13.9,12.63,8.6,0.0059012,0.160468000000062,8,70,0,2.644141818,6.01443894863169,6.45054475755685
altogether,10,30.043068,30.641708,1753,8.6,13.9,13.87,0.0021845,0.598639999999993,9,70,1,3.416470169,4.12037954342496,3.11391338492467
like,10,30.641708,30.9170820000001,1754,13.87,8.6,16.18,4.9675e-07,0.275374000000049,10,70,0,2.41648012,2.67493140472727,3.40183680019021
a,10,30.917082,30.976946,1755,16.18,13.87,7.91,0.0096802,0.0598639999999975,11,70,0,1.5749095,1.40206130083515,4.51517475605231
candle,10,30.976946,31.671368,1756,7.91,16.18,15.79,0.0059096,0.694422000000028,12,70,1,0.824339779,0.808864763638003,4.47201713308675
I,10,32.341844,32.4735450000001,1757,15.79,7.91,10.86,0.00018603,0.131701000000056,13,70,0,2.088240405,2.24140638552307,0.720338114973816
wonder,10,32.473545,32.8447010000001,1758,10.86,15.79,14.1,0.00037097,0.371156000000099,14,70,1,1.628449015,2.11680049653968,2.27220103075391
what,10,32.844701,33.000347,1759,14.1,10.86,15.79,0.0023486,0.155646000000033,15,70,0,4.672391523,6.72611282299601,6.16846858979696
I,10,33.000347,33.09613,1760,15.79,14.1,13.3,0.0015844,0.0957830000000186,16,70,0,0.548932008,2.8633719068456,1.35324565008748
should,10,33.09613,33.347558,1761,13.3,15.79,14.95,0.00094781,0.251428000000047,17,70,0,2.808799828,2.84288683514084,4.049605114062
be,10,33.347558,33.4792590000001,1762,14.95,13.3,13.87,1.0225e-06,0.131701000000071,18,70,0,0.778503815,0.57040485895854,3.2932052047831
like,10,33.479259,33.766606,1763,13.87,14.95,13.47,1.5021e-06,0.287347000000025,19,70,1,3.446234644,3.05498807459332,4.85065421239987
then,10,33.802524,34.2574900000001,1764,13.47,13.87,16.19,1.2314e-05,0.454966000000077,20,70,0,4.153439916,5.78758037303921,3.3494554838434
And,10,35.200401,35.299123,1765,16.19,13.47,13.1,0.015482,0.0987220000000093,1,71,0,3.955187248,4.0918279064174,8.0290676831335
she,10,35.299123,35.442796,1766,13.1,16.19,11.69,0.00061622,0.143673000000042,2,71,0,1.545762903,1.6911549600971,1.38370251603954
tried,10,35.442796,35.658307,1767,11.69,13.1,16.35,3.2544e-05,0.215511000000035,3,71,1,0.980686324,1.26761367014012,1.32935768651707
to,10,35.658307,35.8139530000001,1768,16.35,11.69,8.9,7.7022e-07,0.155646000000083,4,71,0,3.634986599,3.76872233933964,5.98056111741315
fancy,10,35.813953,36.292864,1769,8.9,16.35,14.1,0.00036057,0.478911000000011,5,71,1,5.155300211,7.00192549329634,3.60699384593656
what,10,36.292864,36.4844290000001,1770,14.1,8.9,16.96,0.0088571,0.191565000000089,6,71,0,5.582732698,7.24486670918789,4.89011090634273
the,10,36.484429,36.5682390000001,1771,16.96,14.1,10.45,0.010968,0.0838100000000637,7,71,0,4.036009758,3.51542783115436,3.47973275987727
flame,10,36.568239,36.9154490000001,1772,10.45,16.96,16.21,0.0019283,0.347210000000082,8,71,1,1.586406693,1.44781607506952,4.51865117121456
of,10,36.915449,37.0351770000001,1773,16.21,10.45,16.18,0.00016206,0.119728000000087,9,71,0,1.877723178,2.15104084828307,2.12221559995405
a,10,37.035177,37.095041,1774,16.18,16.21,7.91,0.019129,0.0598640000000401,10,71,0,1.551038125,1.48584614105,4.50100953343559
candle,10,37.095041,37.564513,1775,7.91,16.18,11.17,0.00327,0.469472000000032,11,71,1,0.824339779,0.855528796402737,3.59543039943408
is,10,37.564513,37.753545,1776,11.17,7.91,13.87,0.0017114,0.189032000000033,12,71,1,5.423379808,6.10751776366891,3.3433543179515
like,10,37.753545,38.088783,1777,13.87,11.17,12.93,0.00038424,0.335238000000032,13,71,1,3.524997559,4.6030286205087,4.67248093945993
after,10,38.136674,38.4479660000001,1778,12.93,13.87,16.96,0.00092521,0.311292000000066,14,71,1,2.50452118,2.96488029119943,2.3503874234501
the,10,38.447966,38.5796670000001,1779,16.96,12.93,7.91,2.5379e-07,0.131701000000085,15,71,0,2.050686008,1.57730347342678,4.55639967194414
candle,10,38.579667,39.0276660000001,1780,7.91,16.96,15.68,5.0714e-07,0.447999000000067,16,71,1,0.824339779,0.775184534905575,3.7906705636538
is,10,39.027666,39.202252,1781,15.68,7.91,8.66,4.5938e-07,0.174586000000041,17,71,0,5.423379808,6.13027752079331,3.32121513265408
blown,10,39.202252,39.4640760000001,1782,8.66,15.68,13.9,4.4966e-07,0.26182400000009,18,71,1,4.903929912,5.33912321195312,3.61121425121665
out,10,39.464076,39.7769460000001,1783,13.9,8.66,15.42,9.6163e-07,0.312870000000068,19,71,0,4.966083186,5.06169379031418,7.07381640324227
for,10,40.207966,40.3276940000001,1784,15.42,13.9,13.1,0.00010848,0.119728000000066,1,72,0,1.379955506,1.81221978933863,2.46524096702911
she,10,40.327694,40.495313,1785,13.1,15.42,13.21,0.016377,0.167619000000009,2,72,0,3.201116214,2.24096937284251,2.18289499726175
could,10,40.495313,40.6783200000001,1786,13.21,13.1,14.77,0.0023926,0.183007000000096,3,72,0,3.150307324,3.06177136745178,4.30094029242226
not,10,40.67832,40.926334,1787,14.77,13.21,11.87,0.01946,0.248013999999998,4,72,0,1.65297481,2.36291612861824,3.79647526699351
remember,10,40.926334,41.3573540000001,1788,11.87,14.77,12.07,0.010138,0.431020000000103,5,72,1,0.438650639,1.4584526494681,2.30697128700053
having,10,41.357354,41.728511,1789,12.07,11.87,12.03,0.013846,0.371157000000025,6,72,0,4.227518913,3.67574386660386,4.149029782566
ever,10,41.776402,42.1116400000001,1790,12.03,12.07,11.99,0.0013106,0.335238000000082,7,72,0,6.198285974,5.83298702424081,3.86985177987762
seen,10,42.11164,42.4468780000001,1791,11.99,12.03,12.82,9.9346e-07,0.335238000000082,8,72,1,5.597880691,5.48576868252004,4.30991690410198
such,10,42.446878,42.681776,1792,12.82,11.99,16.18,0.00016672,0.234898000000015,9,72,1,4.866525001,8.07284543011221,6.86310805843452
a,10,42.681776,42.7581710000001,1793,16.18,12.82,12.4,0.0074547,0.0763950000000619,10,72,0,0.001443418,1.72301516965164,4.06572463395254
thing,10,42.758171,43.1413,1794,12.4,16.18,12.93,0.00065108,0.383129000000004,11,72,1,1.063727883,1.14036007569742,4.08530676561953
After,10,43.835722,44.2653330000001,1795,12.93,12.4,16.18,0.012171,0.429611000000058,1,73,1,3.941534123,4.51256370336479,4.2449063953039
a,10,44.265333,44.362524,1796,16.18,12.93,12.56,0.0079266,0.0971910000000094,2,73,0,1.922007801,1.48982903612393,2.91071760711651
while,10,44.362524,44.7576260000001,1797,12.56,16.18,10.39,0.010207,0.395102000000072,3,73,0,0.824339779,0.897837421230903,4.89502489105254
finding,10,44.841436,45.236538,1798,10.39,12.56,15.48,0.003631,0.395101999999994,4,73,1,5.423379808,5.72551804596459,3.41911277800565
that,10,45.236538,45.4041570000001,1799,15.48,10.39,11.99,0.00049475,0.167619000000052,5,73,0,2.374902868,2.31884524995019,3.66161223207576
nothing,10,45.404157,45.7753130000001,1800,11.99,15.48,13.89,0.0025808,0.371156000000099,6,73,1,3.929541963,3.78054350529678,4.45066777293687
more,10,45.775313,45.974426,1801,13.89,11.99,10.95,0.0015766,0.199112999999997,7,73,1,7.243597088,9.59125110212245,7.10793610876834
happened,10,45.974426,46.493681,1802,10.95,13.89,13.1,0.004443,0.519255000000037,8,73,1,4.059163597,4.48719778887927,1.42718500532151
she,10,46.816946,46.9965380000001,1803,13.1,10.95,10.81,4.7254e-06,0.179592000000099,9,73,0,2.059176856,3.6056572575425,2.28520540112273
decided,10,46.996538,47.534175,1804,10.81,13.1,15.08,0.02558,0.537637000000004,10,73,1,2.782802419,2.38734048877605,1.41111293501393
on,10,47.534175,47.7388510000001,1805,15.08,10.81,12.63,0.020908,0.20467600000007,11,73,0,3.166598059,2.95282549266719,3.89383476361227
going,10,47.738851,48.0558020000001,1806,12.63,15.08,13.24,0.017093,0.316951000000088,12,73,1,4.048732743,5.05334901984786,3.4042705969358
into,10,48.055802,48.3135450000001,1807,13.24,12.63,16.96,0.016848,0.25774300000009,13,73,0,2.460874367,2.22885617851189,4.57210965779231
the,10,48.313545,48.4332730000001,1808,16.96,13.24,9.33,0.01808,0.119728000000102,14,73,0,1.241494221,1.34048113334537,4.52652644315378
garden,10,48.433273,48.799561,1809,9.33,16.96,14.5,0.00024766,0.36628800000004,15,73,1,0.824339779,0.782495836767056,4.75919807192789
at,10,48.799561,48.9481030000001,1810,14.5,9.33,12.15,0.0043078,0.148542000000063,16,73,0,1.877723178,2.04467648240808,2.11428780513449
once,10,48.948103,49.45096,1811,12.15,14.5,14.57,0.00021651,0.502857000000006,17,73,1,6.251470043,5.49353243262294,3.17555563901181
but,10,50.145381,50.268403,1812,14.57,12.15,8.38,0.0095675,0.123022000000034,18,73,0,3.569112764,3.67401553778273,9.07658318993139
alas,10,50.268403,50.7559940000001,1813,8.38,14.57,15.42,0.0065706,0.487591000000101,19,73,0,4.490017671,3.93574997654634,3.65027822301117
for,10,50.755994,50.8398030000001,1814,15.42,8.38,10.89,0.020353,0.0838090000000733,20,73,0,2.551639408,3.89006726386617,2.19614722496581
poor,10,50.839803,51.132009,1815,10.89,15.42,8.65,0.014022,0.292206000000036,21,73,1,4.384214261,4.87639376370126,4.46240890198646
Alice,10,51.132009,51.6060620000001,1816,8.65,10.89,13.76,0.0018753,0.474053000000069,22,73,1,4.460585388,6.13375406917138,3.84488769159048
when,10,51.606062,51.7377620000001,1817,13.76,8.65,13.1,0.0051952,0.131700000000087,23,73,0,4.647078431,6.08114729324533,3.72777224226584
she,10,51.737762,51.905381,1818,13.1,13.76,12.61,0.025467,0.167619000000037,24,73,0,1.500249166,1.90606647509097,1.59879507111107
got,10,51.905381,52.204701,1819,12.61,13.1,16.35,0.0018562,0.299320000000002,25,73,1,1.138946301,1.32981127143148,1.31149952533937
to,10,52.204701,52.324429,1820,16.35,12.61,16.96,7.8697e-05,0.119728000000009,26,73,0,3.634986599,3.73603852772117,6.20326917838146
the,10,52.324429,52.468103,1821,16.96,16.35,10.89,8.9655e-06,0.14367400000004,27,73,0,2.974135511,3.22223202180081,3.78067346722365
door,10,52.468103,52.994905,1822,10.89,16.96,13.1,4.5732e-07,0.526802000000018,28,73,1,0.738408143,1.28653331036025,4.59663937407023
she,10,53.330143,53.5351310000001,1823,13.1,10.89,12.21,0.00016143,0.204988000000093,29,73,0,3.719363572,3.69004880792908,2.59638503576675
found,10,53.535131,53.868919,1824,12.21,13.1,13.1,0.0038041,0.333788000000006,30,73,1,1.107378018,1.29859590736959,1.77852997708008
she,10,53.868919,54.0374680000001,1825,13.1,12.21,13.53,3.4099e-07,0.168549000000105,31,73,0,3.521044465,4.10608824846123,1.90436693678349
d,10,54.037468,54.104375,1826,13.53,13.1,9.31,3.8698e-07,0.0669070000000076,32,73,0,2.782802419,2.42536172994332,1.41936356530213
forgotten,10,54.104375,54.5992590000001,1827,9.31,13.53,16.96,3.3477e-06,0.494884000000077,33,73,1,3.654884948,4.02072490603849,4.31405119567429
the,10,54.599259,54.6974280000001,1828,16.96,9.31,12.57,0.00016793,0.0981690000000555,34,73,0,3.260176774,2.97342019593014,3.83690616281045
little,10,54.697428,55.0302790000001,1829,12.57,16.96,9.77,0.011521,0.332851000000062,35,73,1,2.808796506,2.17762943889944,4.39414023905519
golden,10,55.030279,55.413409,1830,9.77,12.57,11.47,0.0012131,0.383130000000001,36,73,1,3.237331874,3.7829650816413,4.32358042937313
key,10,55.413409,55.9162660000001,1831,11.47,9.77,16.19,0.0084518,0.502857000000063,37,73,1,0.705457938,0.972949899905502,4.13362068990524
and,10,56.347286,56.497428,1832,16.19,11.47,13.76,0.0050284,0.150142000000017,1,74,0,3.281191291,2.90341385367068,8.45248517616997
when,10,56.497428,56.646606,1833,13.76,16.19,13.1,0.00051323,0.14917800000002,2,74,0,6.200511666,6.25333157031328,4.68262925152579
she,10,56.646606,56.8022520000001,1834,13.1,13.76,11.66,0.0012611,0.155646000000068,3,74,0,0.885964867,2.1376029808034,0.692492275432116
went,10,56.802252,56.993817,1835,11.66,13.1,12.88,0.0022461,0.191565000000033,4,74,1,1.138946301,1.61378143592519,1.30812343019555
back,10,56.993817,57.2452450000001,1836,12.88,11.66,16.35,0.0017885,0.251428000000068,5,74,1,2.449772483,2.45956907074148,3.52250259995901
to,10,57.245245,57.3530000000001,1837,16.35,12.88,16.96,3.2989e-07,0.107755000000068,6,74,0,4.863568485,4.62587621892325,4.40614969632993
the,10,57.353,57.4607560000001,1838,16.96,16.35,10.93,6.6981e-07,0.107756000000059,7,74,0,2.748676251,3.31959166769462,4.37498749646867
table,10,57.460756,57.843885,1839,10.93,16.96,15.42,4.5465e-07,0.383128999999997,8,74,1,0.738408143,1.11563643000704,4.60821561958349
for,10,57.843885,58.2043570000001,1840,15.42,10.93,15.37,4.5578e-07,0.360472000000073,9,74,0,1.877723178,2.08129436227787,2.12465504451404
it,10,58.204357,58.384005,1841,15.37,15.42,13.1,3.0903e-07,0.179648,10,74,0,2.421403217,2.31092109429879,2.10406436740468
she,10,58.670007,58.8745260000001,1842,13.1,15.37,12.21,0.018287,0.204519000000062,11,74,0,5.258844709,5.5044017569961,1.74288318847513
found,10,58.874526,59.1249730000001,1843,12.21,13.1,13.1,0.01666,0.250447000000065,12,74,1,1.351941686,1.47851662000116,1.87187961493927
she,10,59.124973,59.2447010000001,1844,13.1,12.21,13.21,0.01556,0.11972800000008,13,74,0,3.521044465,3.92132043672842,2.03360794983471
could,10,59.244701,59.4482390000001,1845,13.21,13.1,14.77,0.0011661,0.203538000000059,14,74,0,3.367770703,2.81536829580796,4.13043628161848
not,10,59.448239,59.7116400000001,1846,14.77,13.21,10.6,0.012785,0.263401000000101,15,74,0,1.65297481,2.49354730073836,3.94505445991234
possibly,10,59.855313,60.430007,1847,10.6,14.77,10.44,0.010183,0.574694000000044,16,74,1,3.351925106,3.15360749267656,3.25789117888066
reach,10,60.430007,60.7849610000001,1848,10.44,10.6,15.37,0.0017674,0.354954000000063,17,74,1,3.898182962,2.52532386243028,2.72892247580361
it,10,60.784961,60.9927280000001,1849,15.37,10.44,13.1,0.0032051,0.207767000000054,18,74,0,2.420157494,2.5997627069231,1.77444797508707
she,11,0.27448538,0.518429000000083,1850,13.1,15.37,13.21,3.2351e-07,0.243943620000083,19,74,0,4.803076175,5.40946768955554,2.42087804168429
